<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
Si;5;20260106;124500;81301;81301;81243;81245;1232
Si;5;20260106;125000;81245;81260;81234;81241;609
Si;5;20260106;125500;81241;81267;81225;81252;1030
Si;5;20260106;130000;81249;81314;81234;81303;1262
Si;5;20260106;130500;81304;81311;81280;81303;552
Si;5;20260106;131000;81297;81317;81279;81282;619
Si;5;20260106;131500;81279;81302;81254;81271;1003
Si;5;20260106;132000;81271;81485;81262;81445;8007
Si;5;20260106;132500;81437;81592;81405;81524;6569
Si;5;20260106;133000;81518;81573;81495;81540;3112
Si;5;20260106;133500;81539;81547;81455;81472;2356
Si;5;20260106;134000;81474;81554;81465;81553;1553
Si;5;20260106;134500;81549;81593;81530;81546;1532
Si;5;20260106;135000;81545;81559;81476;81507;1650
Si;5;20260106;135500;81506;81524;81463;81492;993
Si;5;20260106;140500;81492;81507;81412;81441;2339
Si;5;20260106;141000;81443;81443;81327;81332;2038
Si;5;20260106;141500;81342;81389;81292;81384;1960
Si;5;20260106;142000;81384;81401;81349;81369;1227
Si;5;20260106;142500;81369;81395;81357;81377;493
Si;5;20260106;143000;81375;81375;81325;81351;1240
Si;5;20260106;143500;81354;81354;81320;81340;635
Si;5;20260106;144000;81339;81400;81301;81400;1848
Si;5;20260106;144500;81401;81430;81383;81383;1036
Si;5;20260106;145000;81381;81381;81343;81360;795
Si;5;20260106;145500;81365;81365;81325;81330;600
Si;5;20260106;150000;81330;81357;81303;81316;820
Si;5;20260106;150500;81311;81311;81245;81247;1629
Si;5;20260106;151000;81246;81262;81210;81225;1908
Si;5;20260106;151500;81225;81270;81211;81244;1118
Si;5;20260106;152000;81244;81244;81100;81151;3823
Si;5;20260106;152500;81153;81207;81126;81141;1907
Si;5;20260106;153000;81139;81190;81119;81153;1282
Si;5;20260106;153500;81158;81167;81119;81120;709
Si;5;20260106;154000;81119;81150;81077;81127;2767
Si;5;20260106;154500;81127;81272;81123;81165;4447
Si;5;20260106;155000;81164;81194;81160;81172;1238
Si;5;20260106;155500;81166;81265;81162;81264;1383
Si;5;20260106;160000;81260;81269;81210;81222;705
Si;5;20260106;160500;81221;81226;81198;81205;352
Si;5;20260106;161000;81201;81235;81193;81235;470
Si;5;20260106;161500;81230;81231;81204;81210;160
Si;5;20260106;162000;81205;81205;81178;81189;455
Si;5;20260106;162500;81182;81182;81148;81155;1289
Si;5;20260106;163000;81155;81188;81135;81186;906
Si;5;20260106;163500;81185;81185;81158;81168;282
Si;5;20260106;164000;81165;81182;81145;81145;738
Si;5;20260106;164500;81145;81145;81108;81110;722
Si;5;20260106;165000;81111;81150;81107;81132;812
Si;5;20260106;165500;81132;81172;81128;81150;1189
Si;5;20260106;170000;81149;81164;81137;81150;698
Si;5;20260106;170500;81146;81167;81133;81141;474
Si;5;20260106;171000;81140;81175;81138;81167;488
Si;5;20260106;171500;81169;81194;81155;81162;858
Si;5;20260106;172000;81162;81171;81155;81166;329
Si;5;20260106;172500;81168;81212;81167;81205;698
Si;5;20260106;173000;81206;81206;81171;81183;671
Si;5;20260106;173500;81184;81185;81150;81150;631
Si;5;20260106;174000;81150;81151;80900;81007;16843
Si;5;20260106;174500;81006;81011;80809;80859;9724
Si;5;20260106;175000;80857;80898;80836;80846;3276
Si;5;20260106;175500;80846;80875;80777;80794;3576
Si;5;20260106;180000;80795;80795;80713;80768;5814
Si;5;20260106;180500;80768;80834;80760;80818;2510
Si;5;20260106;181000;80816;80888;80816;80882;2028
Si;5;20260106;181500;80883;80906;80806;80815;1368
Si;5;20260106;182000;80814;80892;80802;80881;837
Si;5;20260106;182500;80890;80921;80828;80849;1325
Si;5;20260106;183000;80849;80891;80838;80889;1018
Si;5;20260106;183500;80889;80896;80850;80871;1650
Si;5;20260106;184000;80870;80881;80853;80858;989
Si;5;20260106;184500;80859;80860;80814;80818;1647
Si;5;20260106;190500;80816;80860;80800;80825;1039
Si;5;20260106;191000;80826;80842;80814;80839;325
Si;5;20260106;191500;80840;80840;80826;80837;259
Si;5;20260106;192000;80835;80837;80823;80828;181
Si;5;20260106;192500;80829;80830;80803;80806;542
Si;5;20260106;193000;80807;80835;80804;80834;289
Si;5;20260106;193500;80834;80841;80834;80841;259
Si;5;20260106;194000;80840;80842;80840;80842;173
Si;5;20260106;194500;80841;80845;80841;80845;178
Si;5;20260106;195000;80845;80848;80844;80848;206
Si;5;20260106;195500;80847;80849;80845;80848;130
Si;5;20260106;200000;80847;80851;80844;80851;189
Si;5;20260106;200500;80851;80851;80848;80850;144
Si;5;20260106;201000;80850;80854;80848;80854;332
Si;5;20260106;201500;80854;80855;80852;80853;141
Si;5;20260106;202000;80854;80857;80853;80855;143
Si;5;20260106;202500;80856;80874;80855;80865;432
Si;5;20260106;203000;80865;80872;80865;80869;246
Si;5;20260106;203500;80869;80869;80864;80866;247
Si;5;20260106;204000;80868;80868;80866;80866;136
Si;5;20260106;204500;80866;80867;80857;80859;152
Si;5;20260106;205000;80858;80858;80846;80846;291
Si;5;20260106;205500;80847;80847;80845;80846;183
Si;5;20260106;210000;80845;80846;80845;80845;44
Si;5;20260106;210500;80846;80858;80846;80851;209
Si;5;20260106;211000;80851;80856;80844;80844;160
Si;5;20260106;211500;80844;80844;80829;80829;195
Si;5;20260106;212000;80834;80840;80823;80823;100
Si;5;20260106;212500;80823;80848;80823;80847;190
Si;5;20260106;213000;80846;80853;80828;80840;71
Si;5;20260106;213500;80839;80839;80838;80838;89
Si;5;20260106;214000;80838;80839;80837;80839;93
Si;5;20260106;214500;80839;80839;80836;80836;148
Si;5;20260106;215000;80838;80839;80828;80831;179
Si;5;20260106;215500;80832;80834;80822;80829;289
Si;5;20260106;220000;80833;80834;80819;80830;636
Si;5;20260106;220500;80829;80831;80817;80817;215
Si;5;20260106;221000;80817;80820;80816;80816;288
Si;5;20260106;221500;80820;80836;80805;80836;404
Si;5;20260106;222000;80836;80850;80828;80830;401
Si;5;20260106;222500;80830;80840;80829;80840;157
Si;5;20260106;223000;80839;80854;80829;80852;299
Si;5;20260106;223500;80844;80858;80844;80855;139
Si;5;20260106;224000;80853;80860;80853;80860;44
Si;5;20260106;224500;80860;80860;80854;80857;149
Si;5;20260106;225000;80856;80857;80855;80855;106
Si;5;20260106;225500;80856;80871;80855;80866;134
Si;5;20260106;230000;80866;80866;80862;80864;172
Si;5;20260106;230500;80862;80881;80862;80873;440
Si;5;20260106;231000;80874;80876;80873;80876;83
Si;5;20260106;231500;80874;80881;80869;80869;167
Si;5;20260106;232000;80869;80873;80866;80872;42
Si;5;20260106;232500;80869;80889;80867;80880;298
Si;5;20260106;233000;80879;80887;80846;80847;256
Si;5;20260106;233500;80847;80864;80832;80832;112
Si;5;20260106;234000;80839;80869;80826;80850;202
Si;5;20260106;234500;80850;80899;80845;80870;598
Si;5;20260108;085500;80946;80946;80928;80928;259
Si;5;20260108;090000;80946;81180;80940;81137;6213
Si;5;20260108;090500;81134;81199;81092;81094;3320
Si;5;20260108;091000;81100;81134;81050;81091;1484
Si;5;20260108;091500;81079;81094;80986;81011;1795
Si;5;20260108;092000;81012;81090;81010;81076;1231
Si;5;20260108;092500;81078;81160;81078;81155;2838
Si;5;20260108;093000;81141;81156;81050;81078;3504
Si;5;20260108;093500;81078;81109;81030;81065;2197
Si;5;20260108;094000;81065;81114;81065;81090;1166
Si;5;20260108;094500;81093;81107;81072;81075;745
Si;5;20260108;095000;81075;81111;81060;81106;1455
Si;5;20260108;095500;81101;81126;80924;81035;5221
Si;5;20260108;100000;81022;81233;80924;81091;13638
Si;5;20260108;100500;81091;81115;80740;80781;13182
Si;5;20260108;101000;80781;80829;80607;80817;12829
Si;5;20260108;101500;80816;80816;80613;80714;6668
Si;5;20260108;102000;80723;80728;80610;80662;2864
Si;5;20260108;102500;80663;80799;80620;80786;3459
Si;5;20260108;103000;80783;81019;80700;80964;10329
Si;5;20260108;103500;80964;81136;80933;81031;7323
Si;5;20260108;104000;81031;81143;81031;81069;4247
Si;5;20260108;104500;81066;81210;81066;81140;6876
Si;5;20260108;105000;81147;81436;81142;81334;17492
Si;5;20260108;105500;81332;81379;81238;81331;6515
Si;5;20260108;110000;81331;81495;81290;81405;10411
Si;5;20260108;110500;81406;81489;81359;81460;4671
Si;5;20260108;111000;81462;81470;81354;81368;5492
Si;5;20260108;111500;81376;81415;81244;81350;6907
Si;5;20260108;112000;81349;81396;81280;81321;2456
Si;5;20260108;112500;81321;81388;81318;81360;1876
Si;5;20260108;113000;81367;81392;81304;81311;1579
Si;5;20260108;113500;81305;81382;81305;81381;895
Si;5;20260108;114000;81381;81400;81345;81350;2800
Si;5;20260108;114500;81350;81397;81350;81360;1375
Si;5;20260108;115000;81374;81375;81352;81357;544
Si;5;20260108;115500;81357;81366;81344;81365;417
Si;5;20260108;120000;81362;81420;81244;81258;9966
Si;5;20260108;120500;81259;81322;81135;81293;4924
Si;5;20260108;121000;81296;81299;81205;81274;2352
Si;5;20260108;121500;81276;81327;81188;81200;2969
Si;5;20260108;122000;81196;81311;81164;81311;2104
Si;5;20260108;122500;81311;81325;81261;81261;1111
Si;5;20260108;123000;81262;81357;81262;81334;1851
Si;5;20260108;123500;81335;81375;81335;81365;1498
Si;5;20260108;124000;81365;81380;81300;81322;1656
Si;5;20260108;124500;81322;81331;81296;81327;765
Si;5;20260108;125000;81325;81390;81325;81383;1718
Si;5;20260108;125500;81386;81394;81360;81394;704
Si;5;20260108;130000;81394;81420;81366;81372;4416
Si;5;20260108;130500;81373;81380;81326;81351;1211
Si;5;20260108;131000;81357;81360;81312;81320;1824
Si;5;20260108;131500;81324;81379;81318;81328;1755
Si;5;20260108;132000;81326;81356;81266;81292;1879
Si;5;20260108;132500;81296;81313;81250;81251;1407
Si;5;20260108;133000;81259;81272;81186;81195;2085
Si;5;20260108;133500;81195;81259;81173;81173;2109
Si;5;20260108;134000;81174;81228;81170;81219;1233
Si;5;20260108;134500;81218;81225;81175;81190;1105
Si;5;20260108;135000;81192;81215;81163;81166;1205
Si;5;20260108;135500;81168;81169;81086;81130;5437
Si;5;20260108;140500;81121;81162;81072;81161;4177
Si;5;20260108;141000;81160;81167;81142;81156;1129
Si;5;20260108;141500;81158;81168;81128;81135;857
Si;5;20260108;142000;81132;81140;81058;81058;1551
Si;5;20260108;142500;81058;81128;80996;81048;5795
Si;5;20260108;143000;81045;81075;80910;81067;5354
Si;5;20260108;143500;81067;81075;80996;81063;1255
Si;5;20260108;144000;81063;81143;81051;81130;1899
Si;5;20260108;144500;81129;81157;81100;81139;2714
Si;5;20260108;145000;81139;81140;81111;81134;766
Si;5;20260108;145500;81134;81161;81133;81161;856
Si;5;20260108;150000;81161;81191;81147;81150;2644
Si;5;20260108;150500;81152;81270;81000;81002;6479
Si;5;20260108;151000;81002;81048;80963;81030;2338
Si;5;20260108;151500;81033;81153;81026;81124;2683
Si;5;20260108;152000;81124;81124;81033;81052;1247
Si;5;20260108;152500;81049;81093;81049;81085;787
Si;5;20260108;153000;81085;81100;81072;81092;768
Si;5;20260108;153500;81092;81092;81068;81079;356
Si;5;20260108;154000;81078;81078;81046;81051;539
Si;5;20260108;154500;81052;81125;81051;81103;1162
Si;5;20260108;155000;81106;81127;81065;81118;456
Si;5;20260108;155500;81118;81122;81065;81068;525
Si;5;20260108;160000;81068;81070;80982;81029;1679
Si;5;20260108;160500;81033;81110;81028;81062;887
Si;5;20260108;161000;81059;81059;81018;81018;480
Si;5;20260108;161500;81013;81021;80868;80883;3338
Si;5;20260108;162000;80882;80883;80826;80859;5669
Si;5;20260108;162500;80859;80906;80835;80842;3069
Si;5;20260108;163000;80843;80844;80731;80784;7373
Si;5;20260108;163500;80782;80828;80711;80762;4043
Si;5;20260108;164000;80759;80794;80700;80750;3930
Si;5;20260108;164500;80735;80771;80674;80753;3843
Si;5;20260108;165000;80754;80885;80727;80855;4319
Si;5;20260108;165500;80864;80880;80706;80709;3775
Si;5;20260108;170000;80712;80712;80631;80706;5955
Si;5;20260108;170500;80705;80706;80649;80657;4877
Si;5;20260108;171000;80654;80667;80579;80644;7281
Si;5;20260108;171500;80643;80643;80584;80606;6508
Si;5;20260108;172000;80604;80637;80593;80636;2648
Si;5;20260108;172500;80636;80708;80625;80696;3865
Si;5;20260108;173000;80694;80698;80652;80697;1754
Si;5;20260108;173500;80697;80697;80668;80669;2468
Si;5;20260108;174000;80669;80691;80664;80689;1397
Si;5;20260108;174500;80688;80709;80680;80708;1754
Si;5;20260108;175000;80707;80760;80707;80742;2058
Si;5;20260108;175500;80739;80753;80704;80704;1076
Si;5;20260108;180000;80705;80706;80619;80650;2709
Si;5;20260108;180500;80650;80681;80634;80663;861
Si;5;20260108;181000;80663;80721;80644;80704;1852
Si;5;20260108;181500;80704;80740;80654;80683;2537
Si;5;20260108;182000;80685;80745;80685;80734;1250
Si;5;20260108;182500;80737;80743;80688;80714;1348
Si;5;20260108;183000;80701;80704;80683;80687;833
Si;5;20260108;183500;80686;80704;80686;80697;494
Si;5;20260108;184000;80697;80709;80650;80676;2517
Si;5;20260108;184500;80678;80693;80650;80693;2082
Si;5;20260108;190500;80698;80740;80662;80734;1839
Si;5;20260108;191000;80734;80779;80727;80764;1265
Si;5;20260108;191500;80763;80773;80746;80770;512
Si;5;20260108;192000;80770;80777;80756;80756;662
Si;5;20260108;192500;80759;80759;80749;80756;425
Si;5;20260108;193000;80756;80769;80756;80767;399
Si;5;20260108;193500;80767;80774;80760;80760;471
Si;5;20260108;194000;80772;80776;80767;80774;187
Si;5;20260108;194500;80775;80800;80775;80800;501
Si;5;20260108;195000;80800;80848;80798;80819;1598
Si;5;20260108;195500;80809;80838;80808;80838;311
Si;5;20260108;200000;80838;80838;80827;80827;202
Si;5;20260108;200500;80828;80847;80827;80829;490
Si;5;20260108;201000;80828;80829;80827;80829;85
Si;5;20260108;201500;80829;80861;80827;80836;520
Si;5;20260108;202000;80841;80861;80835;80847;331
Si;5;20260108;202500;80850;80858;80845;80848;165
Si;5;20260108;203000;80848;80857;80827;80832;324
Si;5;20260108;203500;80832;80832;80821;80830;244
Si;5;20260108;204000;80830;80830;80803;80803;373
Si;5;20260108;204500;80807;80811;80800;80800;202
Si;5;20260108;205000;80800;80800;80794;80794;328
Si;5;20260108;205500;80795;80795;80779;80781;149
Si;5;20260108;210000;80786;80786;80752;80769;413
Si;5;20260108;210500;80769;80779;80748;80754;474
Si;5;20260108;211000;80755;80772;80753;80771;199
Si;5;20260108;211500;80771;80779;80766;80769;104
Si;5;20260108;212000;80769;80788;80763;80786;251
Si;5;20260108;212500;80786;80793;80786;80793;84
Si;5;20260108;213000;80788;80793;80787;80788;24
Si;5;20260108;213500;80787;80788;80787;80787;41
Si;5;20260108;214000;80788;80788;80777;80777;51
Si;5;20260108;214500;80775;80798;80775;80797;152
Si;5;20260108;215000;80796;80798;80785;80787;78
Si;5;20260108;215500;80791;80805;80791;80800;329
Si;5;20260108;220000;80801;80810;80786;80809;574
Si;5;20260108;220500;80808;80810;80793;80793;285
Si;5;20260108;221000;80794;80807;80792;80803;88
Si;5;20260108;221500;80799;80810;80798;80804;278
Si;5;20260108;222000;80801;80801;80790;80792;122
Si;5;20260108;222500;80798;80801;80790;80799;80
Si;5;20260108;223000;80799;80804;80797;80800;61
Si;5;20260108;223500;80800;80801;80796;80801;80
Si;5;20260108;224000;80799;80803;80797;80803;27
Si;5;20260108;224500;80802;80802;80777;80792;233
Si;5;20260108;225000;80793;80806;80788;80801;120
Si;5;20260108;225500;80801;80806;80801;80806;74
Si;5;20260108;230000;80805;80810;80803;80807;149
Si;5;20260108;230500;80806;80815;80803;80814;110
Si;5;20260108;231000;80814;80814;80809;80814;93
Si;5;20260108;231500;80814;80814;80808;80808;78
Si;5;20260108;232000;80813;80815;80811;80813;161
Si;5;20260108;232500;80813;80814;80809;80814;101
Si;5;20260108;233000;80815;80818;80811;80813;181
Si;5;20260108;233500;80812;80819;80799;80802;158
Si;5;20260108;234000;80808;80820;80790;80791;348
Si;5;20260108;234500;80794;80820;80793;80793;600
Si;5;20260109;085500;80800;80800;80800;80800;14
Si;5;20260109;090000;80793;80855;80728;80795;1699
Si;5;20260109;090500;80797;80797;80723;80755;1179
Si;5;20260109;091000;80755;80756;80714;80727;721
Si;5;20260109;091500;80727;80743;80726;80731;303
Si;5;20260109;092000;80731;80731;80661;80679;1555
Si;5;20260109;092500;80679;80688;80652;80685;1530
Si;5;20260109;093000;80684;80684;80660;80677;248
Si;5;20260109;093500;80682;80776;80665;80749;1199
Si;5;20260109;094000;80750;80844;80747;80820;1717
Si;5;20260109;094500;80820;80905;80760;80761;3020
Si;5;20260109;095000;80761;80798;80754;80797;621
Si;5;20260109;095500;80798;80798;80681;80740;1091
Si;5;20260109;100000;80740;80775;80672;80706;5687
Si;5;20260109;100500;80708;80787;80608;80610;4947
Si;5;20260109;101000;80614;80698;80408;80453;15525
Si;5;20260109;101500;80453;80453;80230;80395;14170
Si;5;20260109;102000;80397;80419;80328;80381;6309
Si;5;20260109;102500;80387;80420;80356;80394;2998
Si;5;20260109;103000;80392;80399;80280;80394;9985
Si;5;20260109;103500;80394;80509;80368;80429;7836
Si;5;20260109;104000;80430;80546;80410;80499;3733
Si;5;20260109;104500;80492;80585;80478;80549;4428
Si;5;20260109;105000;80548;80548;80456;80516;1511
Si;5;20260109;105500;80519;80561;80490;80501;1675
Si;5;20260109;110000;80498;80498;80404;80473;4752
Si;5;20260109;110500;80473;80486;80463;80483;891
Si;5;20260109;111000;80481;80481;80357;80368;3558
Si;5;20260109;111500;80366;80378;80260;80368;5316
Si;5;20260109;112000;80368;80408;80271;80289;1502
Si;5;20260109;112500;80285;80317;80215;80249;3694
Si;5;20260109;113000;80246;80285;80202;80219;3448
Si;5;20260109;113500;80218;80304;80201;80206;2902
Si;5;20260109;114000;80207;80289;80206;80281;3275
Si;5;20260109;114500;80281;80281;80161;80218;3516
Si;5;20260109;115000;80213;80253;80190;80251;2835
Si;5;20260109;115500;80252;80275;80207;80212;1235
Si;5;20260109;120000;80211;80211;79955;80100;32898
Si;5;20260109;120500;80107;80160;80066;80084;4222
Si;5;20260109;121000;80084;80130;80035;80111;3139
Si;5;20260109;121500;80111;80114;79998;80076;6597
Si;5;20260109;122000;80075;80111;80013;80111;2855
Si;5;20260109;122500;80111;80137;80072;80113;2730
Si;5;20260109;123000;80112;80133;80081;80087;2034
Si;5;20260109;123500;80084;80114;80079;80104;963
Si;5;20260109;124000;80101;80103;80052;80071;2261
Si;5;20260109;124500;80071;80074;80052;80066;1220
Si;5;20260109;125000;80067;80135;80059;80108;1434
Si;5;20260109;125500;80109;80180;80104;80170;2833
Si;5;20260109;130000;80169;80170;80106;80142;2690
Si;5;20260109;130500;80141;80171;80082;80108;3212
Si;5;20260109;131000;80109;80167;80097;80154;2123
Si;5;20260109;131500;80155;80160;80128;80159;758
Si;5;20260109;132000;80159;80249;80159;80174;3552
Si;5;20260109;132500;80174;80212;80148;80189;1372
Si;5;20260109;133000;80189;80214;80170;80197;1273
Si;5;20260109;133500;80198;80198;80170;80188;990
Si;5;20260109;134000;80188;80190;80140;80160;1355
Si;5;20260109;134500;80161;80173;80133;80165;961
Si;5;20260109;135000;80166;80191;80140;80150;1392
Si;5;20260109;135500;80149;80149;80113;80132;1255
Si;5;20260109;140500;80132;80134;80057;80070;2107
Si;5;20260109;141000;80071;80137;80060;80087;1417
Si;5;20260109;141500;80086;80091;80050;80080;1264
Si;5;20260109;142000;80079;80112;80079;80109;520
Si;5;20260109;142500;80108;80135;80108;80126;547
Si;5;20260109;143000;80126;80203;80125;80188;1672
Si;5;20260109;143500;80187;80188;80174;80180;288
Si;5;20260109;144000;80180;80180;80109;80132;1061
Si;5;20260109;144500;80132;80132;80093;80111;641
Si;5;20260109;145000;80111;80148;80109;80141;760
Si;5;20260109;145500;80143;80154;80111;80126;788
Si;5;20260109;150000;80120;80141;80090;80091;1250
Si;5;20260109;150500;80091;80113;80077;80100;1155
Si;5;20260109;151000;80104;80107;80077;80077;321
Si;5;20260109;151500;80077;80094;80060;80081;852
Si;5;20260109;152000;80082;80087;80076;80076;143
Si;5;20260109;152500;80079;80100;80076;80088;593
Si;5;20260109;153000;80087;80098;80063;80092;1244
Si;5;20260109;153500;80093;80101;80092;80094;257
Si;5;20260109;154000;80094;80098;80083;80083;440
Si;5;20260109;154500;80084;80084;79920;79930;6551
Si;5;20260109;155000;79931;80170;79911;80162;9880
Si;5;20260109;155500;80164;80173;80092;80125;3877
Si;5;20260109;160000;80126;80126;80046;80049;2532
Si;5;20260109;160500;80049;80049;79972;79977;1853
Si;5;20260109;161000;79977;80038;79975;80006;1514
Si;5;20260109;161500;80006;80020;79994;80012;948
Si;5;20260109;162000;80012;80043;80010;80038;960
Si;5;20260109;162500;80036;80056;80036;80039;711
Si;5;20260109;163000;80040;80081;80023;80060;2101
Si;5;20260109;163500;80062;80081;80007;80011;1006
Si;5;20260109;164000;80011;80011;79961;79972;1676
Si;5;20260109;164500;79973;79973;79939;79967;1365
Si;5;20260109;165000;79967;80004;79950;80004;660
Si;5;20260109;165500;80004;80030;79998;80027;776
Si;5;20260109;170000;80028;80038;79968;79976;1499
Si;5;20260109;170500;79970;79972;79875;79879;3562
Si;5;20260109;171000;79879;79987;79861;79969;3210
Si;5;20260109;171500;79962;79962;79920;79929;842
Si;5;20260109;172000;79929;79939;79914;79930;1090
Si;5;20260109;172500;79930;79951;79929;79932;937
Si;5;20260109;173000;79932;79947;79928;79929;620
Si;5;20260109;173500;79928;79938;79893;79895;1344
Si;5;20260109;174000;79896;79923;79893;79922;574
Si;5;20260109;174500;79923;79969;79923;79933;1904
Si;5;20260109;175000;79933;79950;79927;79928;626
Si;5;20260109;175500;79927;79927;79906;79912;675
Si;5;20260109;180000;79912;79919;79860;79874;2542
Si;5;20260109;180500;79873;79873;79854;79870;920
Si;5;20260109;181000;79870;79920;79870;79909;1735
Si;5;20260109;181500;79909;79963;79892;79946;1362
Si;5;20260109;182000;79946;79951;79927;79928;593
Si;5;20260109;182500;79929;79953;79923;79953;726
Si;5;20260109;183000;79954;79958;79907;79907;1466
Si;5;20260109;183500;79913;79913;79865;79866;967
Si;5;20260109;184000;79865;79877;79850;79876;1865
Si;5;20260109;184500;79876;79914;79876;79903;1169
Si;5;20260109;190500;79890;79944;79879;79936;1830
Si;5;20260109;191000;79932;79989;79931;79951;1117
Si;5;20260109;191500;79950;79951;79910;79912;651
Si;5;20260109;192000;79912;79916;79884;79907;508
Si;5;20260109;192500;79908;79916;79908;79910;228
Si;5;20260109;193000;79909;79909;79889;79906;523
Si;5;20260109;193500;79906;79909;79902;79909;327
Si;5;20260109;194000;79908;79916;79900;79916;325
Si;5;20260109;194500;79917;79945;79916;79945;169
Si;5;20260109;195000;79944;79967;79944;79967;218
Si;5;20260109;195500;79968;79970;79927;79930;359
Si;5;20260109;200000;79931;79931;79897;79897;498
Si;5;20260109;200500;79897;79948;79897;79939;436
Si;5;20260109;201000;79940;79957;79936;79949;364
Si;5;20260109;201500;79949;79970;79945;79969;186
Si;5;20260109;202000;79970;79979;79962;79962;265
Si;5;20260109;202500;79962;79985;79960;79977;536
Si;5;20260109;203000;79976;79999;79975;79994;352
Si;5;20260109;203500;79994;80048;79992;80040;1804
Si;5;20260109;204000;80039;80073;80037;80073;807
Si;5;20260109;204500;80073;80074;80052;80052;627
Si;5;20260109;205000;80052;80052;80018;80032;577
Si;5;20260109;205500;80032;80045;80026;80030;293
Si;5;20260109;210000;80035;80042;80025;80025;151
Si;5;20260109;210500;80025;80030;80009;80022;543
Si;5;20260109;211000;80028;80050;80026;80043;238
Si;5;20260109;211500;80043;80048;80041;80041;242
Si;5;20260109;212000;80040;80040;80015;80034;431
Si;5;20260109;212500;80033;80041;80024;80041;186
Si;5;20260109;213000;80041;80047;80029;80047;322
Si;5;20260109;213500;80046;80046;80038;80038;70
Si;5;20260109;214000;80034;80036;80009;80009;290
Si;5;20260109;214500;80012;80012;80002;80008;215
Si;5;20260109;215000;80008;80012;80008;80011;176
Si;5;20260109;215500;80012;80031;80009;80024;65
Si;5;20260109;220000;80024;80024;80017;80019;77
Si;5;20260109;220500;80019;80027;80013;80023;242
Si;5;20260109;221000;80023;80023;80014;80015;354
Si;5;20260109;221500;80014;80022;79994;79994;322
Si;5;20260109;222000;80000;80000;79983;79998;160
Si;5;20260109;222500;79999;80013;79999;80013;120
Si;5;20260109;223000;80012;80013;80008;80008;182
Si;5;20260109;223500;80010;80010;79999;80007;203
Si;5;20260109;224000;80006;80026;79997;80001;310
Si;5;20260109;224500;80001;80001;79940;79943;711
Si;5;20260109;225000;79943;79963;79942;79953;385
Si;5;20260109;225500;79953;79981;79953;79977;101
Si;5;20260109;230000;79978;79988;79959;79959;491
Si;5;20260109;230500;79956;79960;79939;79947;378
Si;5;20260109;231000;79960;79973;79949;79956;183
Si;5;20260109;231500;79958;79958;79911;79922;569
Si;5;20260109;232000;79922;79922;79899;79900;697
Si;5;20260109;232500;79900;79923;79900;79923;166
Si;5;20260109;233000;79920;79920;79887;79887;475
Si;5;20260109;233500;79889;79913;79888;79900;830
Si;5;20260109;234000;79899;79920;79886;79900;1225
Si;5;20260109;234500;79899;79936;79860;79880;1188
Si;5;20260112;085500;79900;79900;79900;79900;117
Si;5;20260112;090000;79947;80094;79910;79992;7442
Si;5;20260112;090500;79993;80001;79901;79946;3331
Si;5;20260112;091000;79943;80050;79935;79984;2805
Si;5;20260112;091500;79984;79991;79800;79891;5076
Si;5;20260112;092000;79891;79891;79637;79691;8603
Si;5;20260112;092500;79688;79721;79643;79690;2774
Si;5;20260112;093000;79686;79765;79622;79761;2589
Si;5;20260112;093500;79762;79845;79754;79765;2545
Si;5;20260112;094000;79757;79832;79707;79816;1355
Si;5;20260112;094500;79819;79899;79815;79869;2988
Si;5;20260112;095000;79877;79895;79859;79867;2621
Si;5;20260112;095500;79867;79950;79862;79912;2633
Si;5;20260112;100000;79918;80194;79873;80164;15156
Si;5;20260112;100500;80164;80314;80057;80171;20491
Si;5;20260112;101000;80173;80347;80161;80296;11423
Si;5;20260112;101500;80298;80488;80249;80446;13425
Si;5;20260112;102000;80446;80617;80446;80509;13645
Si;5;20260112;102500;80516;80676;80466;80670;10705
Si;5;20260112;103000;80667;80780;80614;80725;14564
Si;5;20260112;103500;80733;80754;80630;80645;7523
Si;5;20260112;104000;80646;80695;80492;80542;8791
Si;5;20260112;104500;80543;80569;80473;80485;5073
Si;5;20260112;105000;80485;80500;80426;80493;6746
Si;5;20260112;105500;80498;80620;80494;80568;6787
Si;5;20260112;110000;80564;80664;80557;80568;6045
Si;5;20260112;110500;80570;80655;80569;80583;4428
Si;5;20260112;111000;80583;80642;80552;80595;5389
Si;5;20260112;111500;80593;80677;80593;80658;6631
Si;5;20260112;112000;80659;80666;80571;80577;4640
Si;5;20260112;112500;80577;80600;80482;80578;6431
Si;5;20260112;113000;80583;80600;80521;80542;4509
Si;5;20260112;113500;80542;80565;80484;80528;1737
Si;5;20260112;114000;80531;80551;80448;80491;2783
Si;5;20260112;114500;80491;80539;80466;80471;3015
Si;5;20260112;115000;80473;80480;80449;80479;2191
Si;5;20260112;115500;80479;80480;80425;80447;4726
Si;5;20260112;120000;80443;80448;80343;80387;13654
Si;5;20260112;120500;80387;80420;80324;80414;4707
Si;5;20260112;121000;80414;80416;80254;80276;12910
Si;5;20260112;121500;80276;80294;80227;80279;4920
Si;5;20260112;122000;80275;80275;80180;80219;6101
Si;5;20260112;122500;80219;80219;80144;80167;5775
Si;5;20260112;123000;80167;80300;80144;80278;7895
Si;5;20260112;123500;80277;80308;80233;80269;3535
Si;5;20260112;124000;80268;80310;80190;80190;3308
